timestamp,blr,buy_volume,sell_volume,mid_price,alert_triggered,risk_score
2025-12-11 04:42:35.535423,0.309,3074.55,9950.0,2703.0,True,0.99
2025-12-07 16:58:35.535423,0.525,4593.75,8750.0,2775.0,False,0.75
2025-12-12 08:30:35.535423,0.597,4984.95,8350.0,2799.0,False,0.67
8107,1.6008,3230.26,2017.92,2278.87,False,0.0
2025-12-07 08:33:35.535423,0.57,4845.0,8500.0,2790.0,False,0.7
2025-12-07 20:49:35.535423,1.146,6073.8,5300.0,2982.0,False,0.06
9642,0.6252,1441.29,2305.49,2305.22,False,0.5618
6010,1.6003,3681.93,2300.71,2172.11,False,0.0
4608,0.6253,9679.62,15479.89,2164.71,False,0.5616
5474,0.6251,994.61,1591.18,2245.51,False,0.5619
9039,0.3263,6228.3,35252.64,2359.21,True,0.9137
6875,0.6252,1444.56,2310.73,2197.02,False,0.5618
2025-12-12 02:30:35.535423,1.137,6082.95,5350.0,2979.0,False,0.07
2025-12-07 19:34:35.535423,0.921,6032.55,6550.0,2907.0,False,0.31
2025-12-07 20:48:35.535423,1.155,6063.75,5250.0,2985.0,False,0.05
2025-12-08 01:21:35.535423,0.498,4432.2,8900.0,2766.0,False,0.78
2025-12-08 08:22:35.535423,0.309,3074.55,9950.0,2703.0,True,0.99
2025-12-10 22:22:35.535423,1.029,6122.55,5950.0,2943.0,False,0.19
2025-12-12 00:08:35.535423,0.615,5073.75,8250.0,2805.0,False,0.65
2025-12-06 21:27:35.535423,1.164,6052.8,5200.0,2988.0,False,0.04
6382,1.6005,7128.49,4453.86,2242.78,False,0.0
2025-12-08 02:23:35.535423,0.84,5880.0,7000.0,2880.0,False,0.4
9593,1.6007,5062.64,3162.72,2300.96,False,0.0
2025-12-09 10:54:35.535423,0.381,3638.55,9550.0,2727.0,True,0.91
2232,1.6006,9006.81,5627.25,2251.01,False,0.0
3989,0.3431,14644.88,100448.47,2241.0,True,0.8951
5841,0.6252,2101.35,3361.19,2211.33,False,0.5618
