timestamp,blr,buy_volume,sell_volume,mid_price,alert_triggered,risk_score
0,0.6251,911.94,1458.83,2050.7,False,0.5618
1,0.6253,5397.11,8631.3,2046.58,False,0.5616
2,0.6253,6462.88,10335.24,2041.76,False,0.5616
3,1.6008,6273.39,3918.86,2045.49,False,0.0
4,1.6007,5728.95,3579.13,2046.37,False,0.0
5,1.6003,2939.81,1836.99,2046.4,False,0.0
6,0.6254,2679.57,4284.63,2041.76,False,0.5615
7,0.6253,8614.88,13776.4,2038.56,False,0.5616
8,0.6257,25214.38,40299.96,2037.31,False,0.5612
9,1.602,29758.96,18575.9,2037.34,False,0.0
10,1.6008,16752.69,10465.26,2039.96,False,0.0
11,1.6005,7624.18,4763.59,2041.69,False,0.0
12,1.6006,6850.24,4279.85,2042.92,False,0.0
13,1.6004,4481.68,2800.32,2043.87,False,0.0
14,1.6003,5860.02,3661.77,2045.1,False,0.0
15,0.6252,2674.75,4278.25,2042.38,False,0.5617
16,1.6007,4643.35,2900.84,2045.39,False,0.0
17,1.6003,4821.45,3012.93,2046.59,False,0.0
18,0.6252,3215.35,5142.8,2044.85,False,0.5617
19,1.6005,6294.33,3932.65,2047.0,False,0.0
20,1.6005,7655.43,4783.16,2049.22,False,0.0
21,1.6004,4278.62,2673.43,2049.47,False,0.0
22,0.6251,1901.69,3042.06,2049.32,False,0.5618
23,0.6252,2060.74,3296.24,2048.3,False,0.5618
24,0.6253,3419.04,5468.17,2046.08,False,0.5617
25,0.6251,1480.24,2368.02,2045.95,False,0.5619
26,1.6002,1617.76,1010.95,2046.22,False,0.0
27,1.6005,3160.39,1974.58,2048.14,False,0.0
28,0.6251,1172.82,1876.23,2047.55,False,0.5619
29,1.6006,4145.79,2590.13,2050.96,False,0.0
30,0.6253,5862.4,9375.59,2049.66,False,0.5616
31,0.6252,2292.84,3667.53,2048.89,False,0.5618
32,1.6002,1997.2,1248.06,2049.74,False,0.0
33,0.6252,2042.17,3266.52,2048.14,False,0.5618
34,1.6006,7176.87,4483.86,2051.0,False,0.0
35,1.6003,2204.87,1377.79,2051.06,False,0.0
36,0.6251,1131.17,1809.61,2050.81,False,0.5619
37,0.6252,2447.66,3915.2,2048.65,False,0.5618
38,0.6252,2739.24,4381.07,2045.13,False,0.5617
39,0.6251,6153.97,9844.02,2043.1,False,0.5618
40,1.6004,2558.04,1598.39,2044.66,False,0.0
41,0.6251,2019.91,3231.12,2043.7,False,0.5618
42,0.6252,2925.88,4680.11,2042.05,False,0.5618
43,0.6253,8282.08,13244.47,2037.52,False,0.5616
44,0.6253,12073.31,19307.3,2033.59,False,0.5616
45,0.6253,13101.52,20952.6,2031.78,False,0.5616
46,0.6257,37226.19,59497.78,2022.48,False,0.5612
47,1.6011,30170.62,18844.22,2023.58,False,0.0
48,0.6255,18054.54,28863.33,2020.95,False,0.5614
49,0.6253,7956.11,12723.21,2020.66,False,0.5616
50,1.6013,17121.75,10692.74,2024.32,False,0.0
51,0.6252,8222.83,13152.12,2024.2,False,0.5617
52,0.6254,9516.2,15216.15,2018.07,False,0.5615
53,1.6008,20186.63,12610.19,2020.49,False,0.0
54,1.6008,10526.15,6575.42,2021.15,False,0.0
55,1.6008,18524.65,11572.46,2024.0,False,0.0
56,0.6253,7261.4,11613.21,2023.98,False,0.5617
57,0.6253,4753.47,7601.87,2019.64,False,0.5616
58,1.6017,21807.88,13615.41,2025.7,False,0.0
59,0.6252,6150.03,9836.69,2025.31,False,0.5617
60,1.6006,5388.18,3366.38,2027.09,False,0.0
61,1.6004,11831.18,7392.46,2027.76,False,0.0
62,0.6252,3895.32,6230.08,2024.91,False,0.5617
