timestamp,blr,buy_volume,sell_volume,mid_price,alert_triggered,risk_score
2024-01-01 00:00:00,0.3,1500.0,4500.0,3300.0,True,0.75
2024-01-01 00:01:00,0.3001200120012001,1500.6000600060004,4499.399939993999,3299.9399939994,True,0.749899989999
2024-01-01 00:02:00,0.30024002400240024,1501.2001200120012,4498.799879987999,3299.8799879988,True,0.7497999799979997
2024-01-01 00:03:00,0.30036003600360034,1501.8001800180016,4498.199819981998,3299.8199819981996,True,0.7496999699969997
2024-01-01 00:04:00,0.3004800480048005,1502.4002400240024,4497.599759975998,3299.7599759975997,True,0.7495999599959996
2024-01-01 00:05:00,0.3006000600060006,1503.000300030003,4496.999699969997,3299.6999699969997,True,0.7494999499949995
2024-01-01 00:06:00,0.3007200720072007,1503.6003600360034,4496.399639963996,3299.6399639963997,True,0.7493999399939995
2024-01-01 00:07:00,0.30084008400840084,1504.2004200420042,4495.799579957995,3299.5799579957998,True,0.7492999299929992
2024-01-01 00:08:00,0.30096009600960094,1504.8004800480046,4495.199519951995,3299.5199519951993,True,0.7491999199919992
2024-01-01 00:09:00,0.3010801080108011,1505.4005400540054,4494.599459945995,3299.4599459945994,True,0.7490999099909991
2024-01-01 00:10:00,0.3012001200120012,1506.000600060006,4493.999399939994,3299.3999399939994,True,0.7489998999899989
2024-01-01 00:11:00,0.3013201320132013,1506.6006600660064,4493.399339933993,3299.3399339933994,True,0.7488998899889989
2024-01-01 00:12:00,0.30144014401440145,1507.2007200720072,4492.799279927993,3299.2799279927995,True,0.7487998799879988
2024-01-01 00:13:00,0.30156015601560154,1507.8007800780076,4492.199219921992,3299.2199219921995,True,0.7486998699869987
2024-01-01 00:14:00,0.30168016801680164,1508.4008400840082,4491.599159915992,3299.159915991599,True,0.7485998599859987
2024-01-01 00:15:00,0.3018001800180018,1509.000900090009,4490.999099909991,3299.099909990999,True,0.7484998499849984
2024-01-01 00:16:00,0.3019201920192019,1509.6009600960094,4490.39903990399,3299.039903990399,True,0.7483998399839984
2024-01-01 00:17:00,0.30204020402040205,1510.2010201020103,4489.79897989799,3298.979897989799,True,0.7482998299829983
2024-01-01 00:18:00,0.30216021602160215,1510.8010801080106,4489.198919891989,3298.9198919891987,True,0.7481998199819981
2024-01-01 00:19:00,0.30228022802280224,1511.4011401140112,4488.5988598859885,3298.8598859885988,True,0.7480998099809981
2024-01-01 00:20:00,0.3024002400240024,1512.001200120012,4487.998799879988,3298.799879987999,True,0.747999799979998
2024-01-01 00:21:00,0.3025202520252025,1512.6012601260124,4487.398739873987,3298.739873987399,True,0.7478997899789979
2024-01-01 00:22:00,0.30264026402640265,1513.2013201320133,4486.798679867987,3298.679867986799,True,0.7477997799779978
