timestamp,blr,buy_volume,sell_volume,mid_price,alert_triggered,risk_score
2025-12-06 15:52:29.011495,1.4356,8605.52,5994.3,3014.86,False,0.0078
2025-12-06 15:53:29.011495,1.3543,7395.38,5460.68,3015.67,False,0.0289
2025-12-06 15:54:29.011495,1.279,5323.45,4162.31,3039.57,False,0.0563
2025-12-06 15:55:29.011495,1.3806,6258.69,4533.31,3026.54,False,0.021
2025-12-06 15:56:29.011495,1.3566,7122.78,5250.64,3015.99,False,0.0282
2025-12-06 15:57:29.011495,1.3908,7487.74,5383.9,3024.12,False,0.0182
2025-12-06 15:58:29.011495,1.059,4528.14,4275.78,3001.98,False,0.1795
2025-12-06 15:59:29.011495,1.2034,6137.38,5100.01,2987.15,False,0.0921
2025-12-06 16:00:29.011495,1.1088,5254.53,4738.99,2978.55,False,0.1471
2025-12-06 16:01:29.011495,0.9071,3646.73,4020.27,2968.45,False,0.293
2025-12-06 16:02:29.011495,1.574,7768.64,4935.46,2955.72,False,0.0
2025-12-06 16:03:29.011495,1.4315,6070.58,4240.79,2951.03,False,0.0086
2025-12-06 16:04:29.011495,1.5522,7735.28,4983.27,2957.59,False,0.0
2025-12-06 16:05:29.011495,1.1617,6077.97,5232.08,2957.03,False,0.1153
2025-12-06 16:06:29.011495,1.3912,7549.02,5426.08,2941.08,False,0.0181
2025-12-06 16:07:29.011495,0.898,5294.34,5895.75,2933.1,False,0.3005
2025-12-06 16:08:29.011495,0.9692,5305.27,5473.9,2924.03,False,0.2441
2025-12-06 16:09:29.011495,1.0549,4881.26,4627.32,2931.06,False,0.1824
2025-12-06 16:10:29.011495,1.0211,4592.45,4497.72,2937.04,False,0.2059
2025-12-06 16:11:29.011495,1.3467,6748.19,5010.83,2935.85,False,0.0313
2025-12-06 16:12:29.011495,1.0771,4710.13,4373.16,2933.72,False,0.1675
2025-12-06 16:13:29.011495,0.8,3837.81,4797.26,2937.41,False,0.3859
2025-12-06 16:14:29.011495,1.2089,5708.31,4721.81,2937.37,False,0.0892
2025-12-06 16:15:29.011495,1.4654,6579.89,4490.03,2929.62,False,0.0029
2025-12-06 16:16:29.011495,1.0538,5893.53,5592.74,2921.36,False,0.1831
2025-12-06 16:17:29.011495,1.338,6362.65,4755.18,2927.35,False,0.0342
2025-12-06 16:18:29.011495,1.311,5961.72,4547.53,2926.28,False,0.0438
2025-12-06 16:19:29.011495,1.3685,7716.24,5638.55,2928.66,False,0.0245
2025-12-06 16:20:29.011495,1.2651,5459.51,4315.41,2932.6,False,0.062
2025-12-06 16:21:29.011495,1.216,6177.4,5079.96,2912.46,False,0.0855
2025-12-06 16:22:29.011495,0.8741,4624.0,5289.96,2906.64,False,0.3205
2025-12-06 16:23:29.011495,1.5383,6415.99,4170.86,2904.98,False,0.0
2025-12-06 16:24:29.011495,1.1185,5973.89,5340.95,2898.6,False,0.141
2025-12-06 16:25:29.011495,1.2124,6742.65,5561.62,2907.69,False,0.0874
2025-12-06 16:26:29.011495,1.3009,6524.92,5015.89,2900.89,False,0.0476
2025-12-06 16:27:29.011495,0.8311,4975.44,5986.36,2908.88,False,0.3578
2025-12-06 16:28:29.011495,1.3142,5446.96,4144.8,2910.88,False,0.0426
2025-12-06 16:29:29.011495,1.2537,5613.36,4477.27,2904.4,False,0.0669
2025-12-06 16:30:29.011495,1.3499,7073.39,5239.76,2908.31,False,0.0303
2025-12-06 16:31:29.011495,1.2246,7044.61,5752.44,2911.86,False,0.0811
2025-12-06 16:32:29.011495,0.9347,5059.13,5412.49,2899.86,False,0.2708
2025-12-06 16:33:29.011495,1.2792,6061.42,4738.57,2907.19,False,0.0562
2025-12-06 16:34:29.011495,1.0829,4703.09,4342.94,2899.91,False,0.1637
2025-12-06 16:35:29.011495,1.171,5973.06,5100.6,2883.24,False,0.1099
2025-12-06 16:36:29.011495,1.4572,7230.03,4961.6,2893.84,False,0.0041
2025-12-06 16:37:29.011495,1.2542,5637.22,4494.68,2895.7,False,0.0667
2025-12-06 16:38:29.011495,1.402,6479.59,4621.6,2891.09,False,0.0153
2025-12-06 16:39:29.011495,1.1007,5508.29,5004.38,2888.4,False,0.1522
2025-12-06 16:40:29.011495,1.0811,5395.64,4991.06,2900.75,False,0.1649
2025-12-06 16:41:29.011495,1.2506,6783.11,5423.82,2903.71,False,0.0683
2025-12-06 16:42:29.011495,1.0613,6338.48,5972.32,2910.36,False,0.178
2025-12-06 16:43:29.011495,1.1023,5860.41,5316.44,2926.8,False,0.1512
2025-12-06 16:44:29.011495,1.0905,5790.42,5310.06,2919.69,False,0.1588
2025-12-06 16:45:29.011495,1.2525,6957.84,5555.04,2929.47,False,0.0674
2025-12-06 16:46:29.011495,0.8,4260.54,5325.67,2924.36,False,0.3859
2025-12-06 16:47:29.011495,1.4031,5894.38,4201.1,2926.49,False,0.0151
2025-12-06 16:48:29.011495,1.1799,5798.42,4914.33,2921.61,False,0.1049
2025-12-06 16:49:29.011495,1.1903,5564.11,4674.56,2925.73,False,0.0992
2025-12-06 16:50:29.011495,1.1376,4920.76,4325.55,2930.71,False,0.1294
2025-12-06 16:51:29.011495,1.1059,6380.06,5769.27,2946.32,False,0.1489
2025-12-06 16:52:29.011495,1.2902,5571.83,4318.6,2943.29,False,0.0518
2025-12-06 16:53:29.011495,0.8175,3965.81,4851.16,2920.87,False,0.37
2025-12-06 16:54:29.011495,0.9118,4140.44,4540.9,2936.89,False,0.2892
2025-12-06 16:55:29.011495,0.9701,4156.48,4284.46,2918.97,False,0.2433
2025-12-06 16:56:29.011495,0.9287,5035.57,5422.16,2922.87,False,0.2756
2025-12-06 16:57:29.011495,1.2094,6425.32,5312.89,2915.79,False,0.089
2025-12-06 16:58:29.011495,0.8,4293.88,5367.35,2898.96,False,0.3859
2025-12-06 16:59:29.011495,1.3657,5733.71,4198.27,2895.11,False,0.0253
2025-12-06 17:00:29.011495,1.0738,4533.93,4222.49,2895.96,False,0.1697
2025-12-06 17:01:29.011495,0.9769,5083.12,5203.36,2898.18,False,0.2382
2025-12-06 17:02:29.011495,1.4997,8784.39,5857.62,2902.12,False,0.0
2025-12-06 17:03:29.011495,0.96,4468.33,4654.31,2889.3,False,0.2511
2025-12-06 17:04:29.011495,1.2429,5001.94,4024.28,2892.81,False,0.072
2025-12-06 17:05:29.011495,0.8,4398.69,5498.36,2896.75,False,0.3859
2025-12-06 17:06:29.011495,0.8,4035.88,5044.84,2883.39,False,0.3859
2025-12-06 17:07:29.011495,1.5375,9128.31,5936.99,2879.48,False,0.0
2025-12-06 17:08:29.011495,0.8,4742.27,5927.84,2872.64,False,0.3859
2025-12-06 17:09:29.011495,1.3343,5363.3,4019.52,2863.18,False,0.0355
2025-12-06 17:10:29.011495,1.1847,5526.1,4664.68,2855.29,False,0.1023
2025-12-06 17:11:29.011495,1.3974,8241.43,5897.86,2853.99,False,0.0165
2025-12-06 17:12:29.011495,1.1248,4824.46,4289.01,2857.08,False,0.1371
2025-12-06 17:13:29.011495,1.3377,7079.01,5291.86,2852.21,False,0.0343
