timestamp,blr,buy_volume,sell_volume,mid_price,alert_triggered,risk_score
2025-12-06 14:52:22.758683,1.0897,4442.14,4076.47,3015.29,False,0.1915
2025-12-06 14:53:22.758683,1.5181,7367.57,4853.19,3009.86,False,0.0
2025-12-06 14:54:22.758683,1.1904,5718.13,4803.36,3018.62,False,0.1445
2025-12-06 14:55:22.758683,1.1912,6775.43,5687.97,3014.53,False,0.1441
2025-12-06 14:56:22.758683,1.5483,8664.71,5596.43,3014.67,False,0.0
2025-12-06 14:57:22.758683,1.461,6985.76,4781.48,3013.41,False,0.0182
2025-12-06 14:58:22.758683,1.2505,7339.86,5869.42,3003.19,False,0.1164
2025-12-06 14:59:22.758683,1.2578,5111.93,4064.28,3005.4,False,0.113
2025-12-06 15:00:22.758683,1.2174,6443.01,5292.27,2994.53,False,0.1319
2025-12-06 15:01:22.758683,1.4442,7634.69,5286.51,2993.55,False,0.026
2025-12-06 15:02:22.758683,0.8697,4998.61,5747.47,2977.04,False,0.3166
2025-12-06 15:03:22.758683,0.9209,5126.61,5566.84,2974.49,False,0.2831
2025-12-06 15:04:22.758683,1.3981,6810.49,4871.22,2951.96,False,0.0476
2025-12-06 15:05:22.758683,1.4787,8542.04,5776.88,2956.77,False,0.01
2025-12-06 15:06:22.758683,1.2116,5960.61,4919.45,2965.36,False,0.1346
2025-12-06 15:07:22.758683,1.0559,5935.07,5620.8,2957.47,False,0.2072
2025-12-06 15:08:22.758683,1.1472,6777.99,5908.44,2968.95,False,0.1647
2025-12-06 15:09:22.758683,1.5942,7206.56,4520.53,2978.42,False,0.0
2025-12-06 15:10:22.758683,1.283,6141.5,4786.74,2970.26,False,0.1013
2025-12-06 15:11:22.758683,1.5164,8589.23,5664.32,2965.87,False,0.0
2025-12-06 15:12:22.758683,1.1279,6687.69,5929.5,2983.36,False,0.1737
2025-12-06 15:13:22.758683,1.1741,5221.37,4447.3,2999.14,False,0.1521
2025-12-06 15:14:22.758683,1.2029,5927.05,4927.32,2994.46,False,0.1386
2025-12-06 15:15:22.758683,1.1874,6782.93,5712.35,2987.43,False,0.1459
2025-12-06 15:16:22.758683,1.1024,4564.58,4140.68,2990.69,False,0.1856
2025-12-06 15:17:22.758683,1.2889,7125.13,5527.98,2998.86,False,0.0985
2025-12-06 15:18:22.758683,1.0209,4980.57,4878.62,3011.13,False,0.2236
2025-12-06 15:19:22.758683,0.861,5068.25,5886.53,3024.66,False,0.3224
2025-12-06 15:20:22.758683,1.2817,5554.36,4333.73,3032.0,False,0.1019
2025-12-06 15:21:22.758683,1.2231,6336.16,5180.28,3021.5,False,0.1292
2025-12-06 15:22:22.758683,1.313,7189.78,5476.03,3026.79,False,0.0873
2025-12-06 15:23:22.758683,1.4266,7783.12,5455.82,3030.89,False,0.0343
2025-12-06 15:24:22.758683,1.2727,7003.99,5503.21,3031.55,False,0.1061
2025-12-06 15:25:22.758683,0.9813,4232.63,4313.38,3031.0,False,0.2449
